UID,Machine Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Timestamp
L54461,x_1,300.0,310.2,1675.0,29.7,64,0,No Failure,2002-09-30 09:00:00
L54462,x_1,300.0,310.2,1486.0,116.2,66,0,No Failure,2002-09-30 10:00:00
M22143,x1,300.0,310.2,1443.0,58.7,68,0,No Failure,2002-09-30 11:00:00
M22144,x1,300.1,310.3,1345.0,57.1,71,0,No Failure,2002-09-30 12:00:00
M22145,x1,300.2,310.4,1202.0,61.7,74,0,No Failure,2002-09-30 13:00:00
M22146,x1,300.1,310.4,1480.0,37.1,77,0,No Failure,2002-09-30 14:00:00
M22147,x1,300.2,310.4,1530.0,35.7,80,0,No Failure,2002-09-30 15:00:00
M22148,x1,300.2,310.6,1983.0,20.8,83,0,No Failure,2002-09-30 16:00:00
L54469,x_1,300.3,310.6,1433.0,53.8,86,0,No Failure,2002-09-30 17:00:00
L54470,x_1,300.3,310.6,1806.0,24.4,88,0,No Failure,2002-09-30 18:00:00
L54471,x_1,300.2,310.5,1416.0,46.7,90,0,No Failure,2002-09-30 19:00:00
M22152,x1,300.1,310.4,1556.0,38.1,92,0,No Failure,2002-09-30 20:00:00
L54473,x_1,300.1,310.5,1627.0,29.2,95,0,No Failure,2002-09-30 21:00:00
L54474,x_1,300.1,310.6,1809.0,24.3,97,0,No Failure,2002-09-30 22:00:00
M22155,x1,284.1,310.5,1329.0,57.4,99,0,No Failure,2002-09-30 23:00:00
H36710,X1,300.0,310.4,1881.0,21.9,102,0,No Failure,2002-10-01 00:00:00
L54477,x_1,300.1,310.5,1500.0,39.8,107,0,No Failure,2002-10-01 01:00:00
L54478,x_1,300.1,310.5,1532.0,36.0,109,0,No Failure,2002-10-01 02:00:00
L54479,x_1,300.1,310.5,1492.0,50.9,111,0,No Failure,2002-10-01 03:00:00
L54480,x_1,300.2,310.6,1431.0,42.3,113,0,No Failure,2002-10-01 04:00:00
L54481,x_1,300.1,310.4,1554.0,39.4,115,0,No Failure,2002-10-01 05:00:00
L54482,x_1,300.1,310.5,1494.0,44.2,117,0,No Failure,2002-10-01 06:00:00
L54483,x_1,300.1,310.6,1374.0,45.4,119,0,No Failure,2002-10-01 07:00:00
L54484,x_1,300.1,310.5,1394.0,44.3,121,0,No Failure,2002-10-01 08:00:00
M22165,x1,300.0,310.5,1790.0,25.7,123,0,No Failure,2002-10-01 09:00:00
L54486,x_1,300.1,310.5,1356.0,45.8,126,0,No Failure,2002-10-01 10:00:00
M22167,x1,300.0,310.4,1385.0,52.1,128,0,No Failure,2002-10-01 11:00:00
L54488,x_1,300.0,310.4,1333.0,49.1,131,0,No Failure,2002-10-01 12:00:00
L54489,x_1,300.0,310.4,1505.0,44.9,133,0,No Failure,2002-10-01 13:00:00
L54490,x_1,300.0,310.5,1606.0,33.5,135,0,No Failure,2002-10-01 14:00:00
H36725,X1,300.0,310.5,1558.0,36.7,137,0,No Failure,2002-10-01 15:00:00
L54492,x_1,300.0,310.5,1412.0,52.4,142,0,No Failure,2002-10-01 16:00:00
L54493,x_1,299.9,310.4,1408.0,38.4,144,0,No Failure,2002-10-01 17:00:00
L54494,x_1,299.9,310.3,1268.0,53.3,146,0,No Failure,2002-10-01 18:00:00
L54495,x_1,299.9,310.4,1470.0,129.8,148,0,No Failure,2002-10-01 19:00:00
L54496,x_1,299.9,310.4,1497.0,47.0,150,0,No Failure,2002-10-01 20:00:00
L54497,x_1,299.9,310.3,1638.0,108.9,152,0,No Failure,2002-10-01 21:00:00
H36732,X1,299.9,310.3,1535.0,43.9,154,0,No Failure,2002-10-01 22:00:00
L54499,x_1,299.8,310.2,1654.0,32.7,159,0,No Failure,2002-10-01 23:00:00
H36734,X1,299.8,310.2,1411.0,49.7,161,0,No Failure,2002-10-02 00:00:00
L54501,x_1,299.8,310.2,1911.0,23.5,166,0,No Failure,2002-10-02 01:00:00
H36736,X1,299.8,310.2,1573.0,33.3,168,0,No Failure,2002-10-02 02:00:00
L54503,x_1,299.9,310.2,1479.0,46.3,173,0,No Failure,2002-10-02 03:00:00
M22184,x1,299.9,310.4,1820.0,26.6,175,0,No Failure,2002-10-02 04:00:00
L54505,x_1,299.9,310.4,1419.0,45.7,178,0,No Failure,2002-10-02 05:00:00
M22186,x1,299.9,310.5,1335.0,52.9,180,0,No Failure,2002-10-02 06:00:00
M22187,x1,299.9,310.5,1576.0,39.4,183,0,No Failure,2002-10-02 07:00:00
L54508,x_1,300.0,310.5,1517.0,122.0,186,0,No Failure,2002-10-02 08:00:00
M22189,x1,299.9,310.4,1576.0,34.3,188,0,No Failure,2002-10-02 09:00:00
H36744,X1,299.8,310.2,1537.0,36.6,191,0,No Failure,2002-10-02 10:00:00
L54511,x_1,299.8,310.3,1524.0,34.2,196,0,No Failure,2002-10-02 11:00:00
M22192,x1,299.8,310.3,1805.0,23.7,198,0,No Failure,2002-10-02 12:00:00
M22193,x1,299.9,310.4,1367.0,53.3,201,0,No Failure,2002-10-02 13:00:00
L54514,x_1,299.8,310.4,1694.0,30.3,204,0,No Failure,2002-10-02 14:00:00
L54515,x_1,299.9,310.4,1328.0,49.9,206,0,No Failure,2002-10-02 15:00:00
H36750,X1,299.9,310.5,1549.0,42.8,208,0,No Failure,2002-10-02 16:00:00
L54517,x_1,299.9,310.5,1539.0,32.8,213,0,No Failure,2002-10-02 17:00:00
L54518,x_1,299.8,310.5,1496.0,38.8,215,0,No Failure,2002-10-02 18:00:00
L54519,x_1,299.8,310.4,1579.0,36.4,0,0,No Failure,2002-10-02 19:00:00
L54520,x_1,299.7,310.3,1386.0,46.6,2,0,No Failure,2002-10-02 20:00:00
L54521,x_1,299.7,310.3,1505.0,37.7,4,0,No Failure,2002-10-02 21:00:00
M22202,x1,299.7,310.3,1661.0,34.5,6,0,No Failure,2002-10-02 22:00:00
L54523,x_1,283.6,310.2,1468.0,48.0,9,0,No Failure,2002-10-02 23:00:00
L54524,x_1,299.6,310.1,1384.0,49.8,11,0,No Failure,2002-10-03 00:00:00
L54525,x_1,299.6,310.2,1381.0,60.5,13,0,No Failure,2002-10-03 01:00:00
L54526,x_1,299.6,310.2,1469.0,47.0,15,0,No Failure,2002-10-03 02:00:00
L54527,x_1,283.6,310.2,1627.0,36.6,17,0,No Failure,2002-10-03 03:00:00
H36762,X1,299.7,310.3,1462.0,120.2,19,0,No Failure,2002-10-03 04:00:00
L54529,x_1,299.7,310.2,1633.0,36.5,24,0,No Failure,2002-10-03 05:00:00
L54530,x_1,299.7,310.2,1469.0,39.5,26,0,No Failure,2002-10-03 06:00:00
L54531,x_1,299.7,310.2,1458.0,43.4,28,0,No Failure,2002-10-03 07:00:00
M22212,x1,299.7,310.2,1440.0,42.8,30,0,No Failure,2002-10-03 08:00:00
L54533,x_1,299.8,310.3,1687.0,30.4,33,0,No Failure,2002-10-03 09:00:00
M22214,x1,283.7,310.3,1429.0,47.7,35,0,No Failure,2002-10-03 10:00:00
L54535,x_1,299.6,310.2,1588.0,34.1,38,0,No Failure,2002-10-03 11:00:00
L54536,x_1,299.6,310.2,1333.0,51.2,40,0,No Failure,2002-10-03 12:00:00
L54537,x_1,299.6,310.1,1487.0,42.9,42,0,No Failure,2002-10-03 13:00:00
M22218,x1,299.5,310.1,1659.0,31.5,44,0,No Failure,2002-10-03 14:00:00
M22219,x1,299.4,310.0,1512.0,43.2,47,0,No Failure,2002-10-03 15:00:00
L54540,x_1,299.5,310.1,1585.0,35.2,50,0,No Failure,2002-10-03 16:00:00
L54541,x_1,299.5,310.0,1502.0,38.5,52,0,No Failure,2002-10-03 17:00:00
L54542,x_1,299.5,310.0,1594.0,35.1,54,0,No Failure,2002-10-03 18:00:00
L54543,x_1,299.5,310.0,1412.0,48.9,56,0,No Failure,2002-10-03 19:00:00
L54544,x_1,299.5,309.9,1402.0,51.7,58,0,No Failure,2002-10-03 20:00:00
L54545,x_1,299.6,310.1,2057.0,20.4,60,0,No Failure,2002-10-03 21:00:00
H36780,X1,299.6,310.1,1531.0,116.6,62,0,No Failure,2002-10-03 22:00:00
M22227,x1,299.5,310.1,1359.0,61.1,67,0,No Failure,2002-10-03 23:00:00
M22228,x1,299.6,310.2,1620.0,30.0,70,0,No Failure,2002-10-04 00:00:00
M22229,x1,299.6,310.1,1646.0,29.6,73,0,No Failure,2002-10-04 01:00:00
M22230,x1,299.6,310.1,1455.0,46.1,76,0,No Failure,2002-10-04 02:00:00
L54551,x_1,299.6,310.2,1512.0,44.0,79,0,No Failure,2002-10-04 03:00:00
L54552,x_1,299.6,310.2,1473.0,42.7,81,0,No Failure,2002-10-04 04:00:00
L54553,x_1,299.6,310.1,1553.0,38.0,83,0,No Failure,2002-10-04 05:00:00
L54554,x_1,299.5,310.0,1379.0,130.2,85,0,No Failure,2002-10-04 06:00:00
M22235,x1,299.4,309.9,1567.0,40.6,87,0,No Failure,2002-10-04 07:00:00
L54556,x_1,299.5,310.0,1481.0,43.1,90,0,No Failure,2002-10-04 08:00:00
L54557,x_1,299.5,310.0,1349.0,52.7,92,0,No Failure,2002-10-04 09:00:00
L54558,x_1,299.5,310.0,1388.0,52.4,94,0,No Failure,2002-10-04 10:00:00
M22239,x1,299.6,310.1,1357.0,48.7,96,0,No Failure,2002-10-04 11:00:00
L54560,x_1,299.6,310.2,1743.0,24.8,99,0,No Failure,2002-10-04 12:00:00
L54561,x_1,299.7,310.3,1495.0,43.1,101,0,No Failure,2002-10-04 13:00:00
L54562,x_1,299.8,310.4,1698.0,28.3,103,0,No Failure,2002-10-04 14:00:00
M22243,x1,299.7,310.4,1410.0,44.5,105,0,No Failure,2002-10-04 15:00:00
L54564,x_1,299.7,310.4,1614.0,36.2,108,0,No Failure,2002-10-04 16:00:00
M22245,x1,299.8,310.5,1375.0,53.9,110,0,No Failure,2002-10-04 17:00:00
M22246,x1,299.8,310.6,,31.8,113,0,No Failure,2002-10-04 18:00:00
H36801,X1,299.8,310.6,1423.0,44.6,116,0,No Failure,2002-10-04 19:00:00
M22248,x1,299.8,310.6,1694.0,31.3,121,0,No Failure,2002-10-04 20:00:00
L54569,x_1,299.8,310.6,1707.0,32.5,124,0,No Failure,2002-10-04 21:00:00
M22250,x1,299.7,310.5,1490.0,121.0,126,0,No Failure,2002-10-04 22:00:00
L54571,x_1,299.7,310.6,1675.0,31.3,129,0,No Failure,2002-10-04 23:00:00
M22252,x1,299.7,310.5,1492.0,119.1,131,0,No Failure,2002-10-05 00:00:00
M22253,x1,299.7,310.5,1594.0,35.4,134,0,No Failure,2002-10-05 01:00:00
L54574,x_1,299.7,310.6,1479.0,38.0,137,0,No Failure,2002-10-05 02:00:00
M22255,x1,299.7,310.6,1572.0,38.0,139,0,No Failure,2002-10-05 03:00:00
L54576,x_1,299.7,310.6,1616.0,35.1,142,0,No Failure,2002-10-05 04:00:00
L54577,x_1,299.7,310.6,1737.0,26.1,144,0,No Failure,2002-10-05 05:00:00
M22258,x1,299.7,310.7,1498.0,37.8,146,0,No Failure,2002-10-05 06:00:00
L54579,x_1,299.6,310.6,1642.0,114.9,149,0,No Failure,2002-10-05 07:00:00
M22260,x1,299.6,310.6,1633.0,34.2,151,0,No Failure,2002-10-05 08:00:00
L54581,x_1,299.8,310.8,1409.0,51.9,154,0,No Failure,2002-10-05 09:00:00
M22262,x1,299.8,310.8,1463.0,43.5,156,0,No Failure,2002-10-05 10:00:00
L54583,x_1,299.8,310.8,1376.0,48.6,159,0,No Failure,2002-10-05 11:00:00
L54584,x_1,299.8,310.8,1553.0,32.2,161,0,No Failure,2002-10-05 12:00:00
M22265,x1,299.8,310.8,1530.0,35.2,163,0,No Failure,2002-10-05 13:00:00
L54586,x_1,299.8,310.9,1545.0,40.7,166,0,No Failure,2002-10-05 14:00:00
H36821,X1,299.8,310.9,1427.0,47.2,168,0,No Failure,2002-10-05 15:00:00
L54588,x_1,299.9,310.9,1292.0,51.1,173,0,No Failure,2002-10-05 16:00:00
L54589,x_1,299.8,310.9,2084.0,17.6,175,0,No Failure,2002-10-05 17:00:00
L54590,x_1,299.9,311.0,1747.0,107.4,177,0,No Failure,2002-10-05 18:00:00
L54591,x_1,284.0,311.1,1425.0,47.8,179,0,No Failure,2002-10-05 19:00:00
L54592,x_1,300.0,311.0,1637.0,113.4,181,0,No Failure,2002-10-05 20:00:00
M22273,x1,300.1,311.1,1616.0,35.2,183,0,No Failure,2002-10-05 21:00:00
L54594,x_1,300.1,311.1,1619.0,33.4,186,0,No Failure,2002-10-05 22:00:00
L54595,x_1,300.1,311.2,1489.0,39.1,188,0,No Failure,2002-10-05 23:00:00
M22276,x1,300.1,311.2,1452.0,42.4,190,0,No Failure,2002-10-06 00:00:00
M22277,x1,300.1,311.3,1495.0,120.8,193,0,No Failure,2002-10-06 01:00:00
M22278,x1,300.2,311.4,1427.0,39.7,196,0,No Failure,2002-10-06 02:00:00
L54599,x_1,300.1,311.4,1572.0,36.2,199,0,No Failure,2002-10-06 03:00:00
L54600,x_1,300.1,311.3,1547.0,40.0,201,0,No Failure,2002-10-06 04:00:00
M22281,x1,300.1,311.4,,48.5,203,0,No Failure,2002-10-06 05:00:00
L54602,x_1,300.0,311.2,1351.0,44.1,206,0,No Failure,2002-10-06 06:00:00
L54603,x_1,300.0,311.3,1407.0,47.3,208,0,No Failure,2002-10-06 07:00:00
M22284,x1,300.1,311.4,1575.0,29.8,210,0,No Failure,2002-10-06 08:00:00
M22285,x1,300.0,311.4,1791.0,24.1,213,0,No Failure,2002-10-06 09:00:00
M22286,x1,300.0,311.4,1692.0,29.0,216,1,Tool Wear Failure,2002-10-06 10:00:00
L54607,x_1,300.0,311.4,1634.0,111.7,0,0,No Failure,2002-10-06 11:00:00
M22288,x1,300.0,311.4,1864.0,23.3,2,0,No Failure,2002-10-06 12:00:00
L54609,x_1,300.0,311.4,1590.0,33.6,5,0,No Failure,2002-10-06 13:00:00
M22290,x1,300.0,311.4,1384.0,46.1,7,0,No Failure,2002-10-06 14:00:00
M22291,x1,300.0,311.4,1352.0,61.8,10,0,No Failure,2002-10-06 15:00:00
L54612,x_1,284.1,311.4,1484.0,43.1,13,0,No Failure,2002-10-06 16:00:00
M22293,x1,300.1,311.4,1913.0,21.9,15,0,No Failure,2002-10-06 17:00:00
L54614,x_1,300.0,311.4,1508.0,38.2,18,0,No Failure,2002-10-06 18:00:00
L54615,x_1,299.9,311.3,1504.0,40.7,20,0,No Failure,2002-10-06 19:00:00
L54616,x_1,300.0,311.4,1487.0,41.2,22,0,No Failure,2002-10-06 20:00:00
L54617,x_1,299.8,311.3,1727.0,30.0,24,0,No Failure,2002-10-06 21:00:00
L54618,x_1,299.9,311.3,1647.0,27.5,26,0,No Failure,2002-10-06 22:00:00
L54619,x_1,300.0,311.3,1493.0,41.4,28,0,No Failure,2002-10-06 23:00:00
L54620,x_1,300.0,311.4,1655.0,29.6,30,0,No Failure,2002-10-07 00:00:00
M22301,x1,299.9,311.4,1337.0,54.8,32,0,No Failure,2002-10-07 01:00:00
L54622,x_1,300.0,311.5,1601.0,36.9,35,0,No Failure,2002-10-07 02:00:00
H36857,X1,300.1,311.6,1589.0,37.9,37,0,No Failure,2002-10-07 03:00:00
L54624,x_1,300.2,311.7,1286.0,55.1,42,0,No Failure,2002-10-07 04:00:00
L54625,x_1,300.2,311.7,1553.0,41.3,44,0,No Failure,2002-10-07 05:00:00
L54626,x_1,300.2,311.8,1379.0,51.0,46,0,No Failure,2002-10-07 06:00:00
M22307,X2,300.3,311.9,1677.0,30.8,48,0,No Failure,2012-10-07 07:00:00
L54628,x_1,300.3,311.8,1488.0,38.4,51,0,No Failure,2002-10-07 08:00:00
L54629,x_1,300.3,311.8,1418.0,45.9,53,0,No Failure,2002-10-07 09:00:00
L54630,x_1,300.3,311.8,1451.0,41.0,55,0,No Failure,2002-10-07 10:00:00
L54631,x_1,300.3,311.8,1508.0,43.1,57,0,No Failure,2002-10-07 11:00:00
L54632,x_1,300.3,311.7,1579.0,33.6,59,0,No Failure,2002-10-07 12:00:00
H36867,X1,300.3,311.7,1432.0,47.7,61,0,No Failure,2002-10-07 13:00:00
L54634,x_1,300.2,311.6,1446.0,47.3,66,0,No Failure,2002-10-07 14:00:00
M22315,x1,300.2,311.7,1597.0,39.5,68,0,No Failure,2002-10-07 15:00:00
M22316,x1,300.2,311.7,1397.0,50.2,71,0,No Failure,2002-10-07 16:00:00
L54637,x_1,284.1,311.6,1530.0,36.6,74,0,No Failure,2002-10-07 17:00:00
M22318,x1,300.1,311.6,1433.0,51.4,76,0,No Failure,2002-10-07 18:00:00
L54639,x_1,300.0,311.5,1591.0,32.0,79,0,No Failure,2002-10-07 19:00:00
L54640,x_1,300.0,311.5,1445.0,41.6,81,0,No Failure,2002-10-07 20:00:00
L54641,x_1,300.0,311.5,1749.0,28.3,83,0,No Failure,2002-10-07 21:00:00
L54642,x_1,300.0,311.3,1703.0,30.4,85,0,No Failure,2002-10-07 22:00:00
H36877,X1,300.1,311.4,1518.0,46.9,87,0,No Failure,2002-10-07 23:00:00
L54644,x_1,300.1,311.3,1535.0,42.3,92,0,No Failure,2002-10-08 00:00:00
M22325,x1,300.1,311.4,1390.0,52.1,94,0,No Failure,2002-10-08 01:00:00
H36880,X1,300.3,311.6,1801.0,23.6,97,0,No Failure,2002-10-08 02:00:00
H36881,X1,300.3,311.6,1463.0,41.6,102,0,No Failure,2002-10-08 03:00:00
L54648,x_1,300.3,311.6,1560.0,37.7,107,0,No Failure,2002-10-08 04:00:00
L54649,x_1,300.3,311.6,1607.0,33.5,109,0,No Failure,2002-10-08 05:00:00
L54650,x_1,300.4,311.6,1332.0,54.6,111,0,No Failure,2002-10-08 06:00:00
L54651,x_1,300.3,311.7,1365.0,53.3,113,0,No Failure,2002-10-08 07:00:00
M22332,x1,300.3,311.6,1617.0,32.5,115,0,No Failure,2002-10-08 08:00:00
M22333,x1,300.3,311.6,1304.0,62.8,118,0,No Failure,2002-10-08 09:00:00
L54654,x_1,300.3,311.7,1989.0,22.3,121,0,No Failure,2002-10-08 10:00:00
H36889,X1,300.3,311.6,1339.0,53.4,123,0,No Failure,2002-10-08 11:00:00
L54656,x_1,300.2,311.5,1492.0,41.8,128,0,No Failure,2002-10-08 12:00:00
M22337,x1,300.1,311.3,1518.0,40.2,130,0,No Failure,2002-10-08 13:00:00
L54658,x_1,300.1,311.3,1479.0,39.5,133,0,No Failure,2002-10-08 14:00:00
M22339,x1,300.1,311.3,1523.0,34.1,135,0,No Failure,2002-10-08 15:00:00
M22340,x1,300.2,311.4,,35.3,138,0,No Failure,2002-10-08 16:00:00
H36895,X1,300.2,311.4,1506.0,36.1,141,0,No Failure,2002-10-08 17:00:00
M22342,x1,300.2,311.6,1510.0,47.5,146,0,No Failure,2002-10-08 18:00:00
L54663,x_1,300.2,311.6,1671.0,28.8,149,0,No Failure,2002-10-08 19:00:00
M22344,x1,300.3,311.6,1312.0,133.2,151,0,Error,2002-10-08 20:00:00
L54665,x_1,300.3,311.6,1595.0,38.8,154,0,No Failure,2002-10-08 21:00:00
L54666,x_1,300.3,311.7,1635.0,31.8,156,0,No Failure,2002-10-08 22:00:00
L54667,x_1,300.3,311.7,1707.0,33.6,158,0,No Failure,2002-10-08 23:00:00
L54668,x_1,300.3,311.7,1545.0,43.5,160,0,Random Failures,2002-10-09 00:00:00
M22349,x1,300.2,311.6,1751.0,28.0,162,0,No Failure,2002-10-09 01:00:00
M22350,x1,300.4,311.8,1707.0,30.0,165,0,No Failure,2002-10-09 02:00:00
L54671,x_1,300.4,311.8,1320.0,57.9,168,0,No Failure,2002-10-09 03:00:00
M22352,x1,300.3,311.7,1319.0,51.4,170,0,No Failure,2002-10-09 04:00:00
L54673,x_1,300.2,311.7,1448.0,54.2,173,0,No Failure,2002-10-09 05:00:00
L54674,x_1,300.2,311.8,1436.0,48.2,175,0,No Failure,2002-10-09 06:00:00
L54675,x_1,300.3,311.9,1609.0,34.0,177,0,No Failure,2002-10-09 07:00:00
L54676,x_1,284.2,311.8,1464.0,44.5,179,0,No Failure,2002-10-09 08:00:00
M22357,x1,300.3,311.8,1483.0,45.1,181,0,No Failure,2002-10-09 09:00:00
M22358,x1,300.2,311.8,1748.0,108.3,184,0,No Failure,2002-10-09 10:00:00
L54679,x_1,300.3,311.8,1746.0,26.3,187,0,No Failure,2002-10-09 11:00:00
L54680,x_1,300.2,311.8,1410.0,51.4,189,0,No Failure,2002-10-09 12:00:00
L54681,x_1,300.2,311.7,1640.0,30.8,191,0,No Failure,2002-10-09 13:00:00
H36916,X1,300.3,311.7,1655.0,29.9,193,0,No Failure,2002-10-09 14:00:00
M22363,x1,300.3,311.7,1646.0,28.9,198,0,No Failure,2002-10-09 15:00:00
L54684,x_1,300.4,311.8,1589.0,42.0,201,0,No Failure,2002-10-09 16:00:00
L54685,x_1,300.5,311.9,1546.0,39.4,203,0,No Failure,2002-10-09 17:00:00
L54686,x_1,300.5,311.9,1511.0,41.8,205,0,No Failure,2002-10-09 18:00:00
L54687,x_1,300.5,311.9,1750.0,28.3,207,0,No Failure,2002-10-09 19:00:00
M22368,x1,300.5,311.9,1730.0,27.5,209,0,No Failure,2002-10-09 20:00:00
L54689,x_1,300.6,311.9,1372.0,60.1,212,1,Overstrain Failure,2002-10-09 21:00:00
L54690,x_1,300.5,311.8,1524.0,38.9,214,1,Tool Wear Failure,2002-10-09 22:00:00
L54691,x_1,300.4,311.8,1601.0,36.1,0,0,No Failure,2002-10-09 23:00:00
M22372,x1,300.5,311.8,1636.0,34.4,2,0,No Failure,2002-10-10 00:00:00
L54693,x_1,300.4,311.8,2261.0,14.9,5,0,No Failure,2002-10-10 01:00:00
L54694,x_1,300.4,311.8,1636.0,32.3,7,0,No Failure,2002-10-10 02:00:00
M22375,x1,300.4,311.9,1335.0,58.3,9,0,No Failure,2002-10-10 03:00:00
M22376,x1,300.3,311.7,1236.0,57.5,12,0,No Failure,2002-10-10 04:00:00
L54697,x_1,300.3,311.7,1445.0,47.3,15,0,No Failure,2002-10-10 05:00:00
L54698,x_1,300.2,311.5,1500.0,40.8,17,0,No Failure,2002-10-10 06:00:00
L54699,x_1,300.2,311.6,1999.0,21.0,19,0,No Failure,2002-10-10 07:00:00
L54700,x_1,300.2,311.6,1529.0,35.5,21,0,No Failure,2002-10-10 08:00:00
M22381,x1,300.2,311.6,1467.0,40.7,23,0,No Failure,2002-10-10 09:00:00
L54702,x_1,300.1,311.5,1334.0,54.0,26,0,No Failure,2002-10-10 10:00:00
M22383,x1,300.1,311.5,1343.0,46.2,28,0,No Failure,2002-10-10 11:00:00
L54704,x_1,300.2,311.5,1639.0,31.1,31,0,No Failure,2002-10-10 12:00:00
H36939,X1,300.1,311.5,1383.0,49.1,33,0,No Failure,2002-10-10 13:00:00
L54706,x_1,300.1,311.4,1660.0,31.4,38,0,No Failure,2002-10-10 14:00:00
L54707,x_1,300.1,311.3,1470.0,45.2,40,0,No Failure,2002-10-10 15:00:00
M22388,x1,300.1,311.3,1748.0,26.6,42,0,No Failure,2002-10-10 16:00:00
L54709,x_1,300.1,311.4,1467.0,35.7,45,0,No Failure,2002-10-10 17:00:00
M22390,x1,300.1,311.4,1617.0,39.3,47,0,No Failure,2002-10-10 18:00:00
H36945,X1,268.1,311.4,1377.0,56.7,50,0,No Failure,2002-10-10 19:00:00
M22392,x1,300.0,311.3,1629.0,32.1,55,0,No Failure,2002-10-10 20:00:00
L54713,x_1,300.0,311.2,1504.0,37.9,58,0,No Failure,2002-10-10 21:00:00
L54714,x_1,300.0,311.2,1418.0,47.3,60,0,No Failure,2002-10-10 22:00:00
L54715,x_1,300.0,311.2,1629.0,31.7,62,0,No Failure,2002-10-10 23:00:00
L54716,x_1,300.1,311.3,2579.0,12.5,64,1,Power Failure,2002-10-11 00:00:00
L54717,x_1,300.1,311.3,1305.0,64.7,66,0,No Failure,2002-10-11 01:00:00
M22398,x1,300.2,311.4,1450.0,38.5,68,0,No Failure,2002-10-11 02:00:00
L54719,x_1,300.2,311.3,1487.0,36.9,71,0,No Failure,2002-10-11 03:00:00
M22400,x1,300.2,311.3,,31.2,73,0,No Failure,2002-10-11 04:00:00
M22401,x1,284.3,311.5,1528.0,40.9,76,0,No Failure,2002-10-11 05:00:00
M22402,x1,300.4,311.6,1401.0,129.7,79,0,No Failure,2002-10-11 06:00:00
L54723,x_1,300.3,311.5,1446.0,45.0,82,0,No Failure,2002-10-11 07:00:00
L54724,x_1,300.2,311.4,1425.0,124.0,84,0,No Failure,2002-10-11 08:00:00
L54725,x_1,300.2,311.4,1891.0,22.6,86,0,No Failure,2002-10-11 09:00:00
H36960,X1,300.2,311.5,1454.0,42.8,88,0,No Failure,2002-10-11 10:00:00
L54727,x_1,300.1,311.4,1430.0,40.9,93,0,No Failure,2002-10-11 11:00:00
L54728,x_1,300.2,311.4,1495.0,43.6,95,0,No Failure,2002-10-11 12:00:00
L54729,x_1,300.3,311.4,1544.0,41.6,97,0,No Failure,2002-10-11 13:00:00
M22410,x1,300.3,311.4,1554.0,34.3,99,0,No Failure,2002-10-11 14:00:00
M22411,x1,300.2,311.3,1491.0,37.3,102,0,No Failure,2002-10-11 15:00:00
L54732,x_1,300.3,311.3,1525.0,40.7,105,0,No Failure,2002-10-11 16:00:00
L54733,x_1,300.3,311.3,1505.0,39.6,107,0,No Failure,2002-10-11 17:00:00
M22414,X2,300.3,311.4,1371.0,50.2,109,0,No Failure,2012-10-11 18:00:00
L54735,x_1,300.3,311.3,1332.0,60.5,112,0,No Failure,2002-10-11 19:00:00
L54736,x_1,300.3,311.4,1471.0,37.0,114,0,No Failure,2002-10-11 20:00:00
M22417,x1,300.4,311.5,1750.0,27.3,116,0,No Failure,2002-10-11 21:00:00
M22418,x1,300.3,311.4,1386.0,48.1,119,0,No Failure,2002-10-11 22:00:00
M22419,x1,300.4,311.4,1355.0,56.2,122,0,No Failure,2002-10-11 23:00:00
M22420,x1,300.3,311.3,1377.0,53.8,125,0,No Failure,2002-10-12 00:00:00
L54741,x_1,300.3,311.1,1388.0,49.4,128,0,No Failure,2002-10-12 01:00:00
M22422,x1,300.3,311.1,1350.0,58.7,130,0,No Failure,2002-10-12 02:00:00
M22423,x1,300.4,311.2,1831.0,23.4,133,0,No Failure,2002-10-12 03:00:00
M22424,x1,300.3,311.2,1381.0,145.0,136,1,Power Failure,2002-10-12 04:00:00
M22425,x1,300.3,311.2,1783.0,25.6,139,0,No Failure,2002-10-12 05:00:00
L54746,x_1,300.3,311.0,1613.0,34.7,142,0,No Failure,2002-10-12 06:00:00
M22427,x1,300.2,311.0,2370.0,14.7,144,0,No Failure,2002-10-12 07:00:00
L54748,x_1,300.2,311.0,1627.0,33.7,147,0,No Failure,2002-10-12 08:00:00
L54749,x_1,300.2,311.0,1255.0,71.8,149,1,Power Failure,2002-10-12 09:00:00
H36984,X1,300.2,311.0,1777.0,27.5,151,0,No Failure,2002-10-12 10:00:00
L54751,x_1,300.3,311.1,1606.0,30.9,156,0,No Failure,2002-10-12 11:00:00
L54752,x_1,300.3,311.1,1676.0,28.6,158,0,No Failure,2002-10-12 12:00:00
L54753,x_1,300.3,311.1,1605.0,37.1,160,0,No Failure,2002-10-12 13:00:00
L54754,x_1,300.4,311.1,1487.0,37.4,162,0,No Failure,2002-10-12 14:00:00
L54755,x_1,300.4,311.2,1471.0,46.5,164,0,No Failure,2002-10-12 15:00:00
M22436,x1,300.3,311.1,1477.0,44.2,166,0,No Failure,2002-10-12 16:00:00
L54757,x_1,300.4,311.2,1530.0,32.0,169,0,No Failure,2002-10-12 17:00:00
L54758,x_1,300.4,311.2,1673.0,28.9,171,0,No Failure,2002-10-12 18:00:00
